ID,Bug_ID,Classification,Title,Bug Description,Status Code,Priority,Severity,AI Solution,,,
152,5,Database Error,JSON Field Queries Not Using GIN Index,Queries filtering on JSONField attributes performing full table scans.,200,Medium,High,Create GIN index on JSONField using GinIndex in model Meta.,,,
153,5,Database Error,Missing Database Audit Log for Sensitive Tables,Changes to sensitive tables not logged preventing security incident investigation.,200,High,High,Implement audit logging using django-auditlog or custom signal handlers.,,,
154,5,Database Error,Database Migration Lock Causing Downtime,Running migration that acquires exclusive lock on large table causes unavailability.,503,High,High,Use concurrent index creation for large tables. Split migrations into non-locking steps.,,,
155,5,Database Error,ORM Query Generating Cartesian Product,Incorrect use of filter across multiple ManyToMany relations generates cartesian product.,200,Medium,High,Use distinct() after filtering across multiple ManyToMany relations.,,,
156,5,Database Error,Missing Prepared Statement Caching,Application not using prepared statements causing query plan generation overhead.,200,Low,Medium,Enable prepared statement caching in psycopg2 connection settings.,,,
157,5,Database Error,Database Column Renamed Without Backward-Compatible Migration,Column rename migration breaks running application instances still using old column name.,500,High,High,Add new column first copy data update application then remove old column in separate deployment.,,,
158,5,Database Error,Missing Partial Index for Soft-Deleted Records,Full index on is_active column includes all deleted records causing inefficient queries.,200,Low,Medium,Create partial index WHERE is_deleted=False for queries that always filter active records.,,,
159,5,Database Error,Float Field Used for Currency Storage,Monetary values stored in Float field causing floating-point precision errors.,200,High,Critical,Use DecimalField with appropriate max_digits and decimal_places for all monetary values.,,,
160,5,Database Error,Missing Database Connection Retry Logic,Application fails immediately on transient database connection error instead of retrying.,500,Medium,High,Implement connection retry logic with exponential backoff. Use tenacity library.,,,
161,6,API Integration Error,Third-Party API Rate Limit Not Handled,Application makes unrestricted calls to payment API hitting rate limit.,429,High,High,Implement rate limit tracking and request queuing. Use exponential backoff on 429 responses.,,,
162,6,API Integration Error,Webhook Signature Validation Missing,Incoming webhooks accepted without validating HMAC signature enabling fraudulent injection.,200,Critical,Critical,Validate webhook signature using HMAC-SHA256. Reject webhooks with invalid signatures.,,,
163,6,API Integration Error,API Timeout Not Configured for External Service Call,HTTP request to external API has no timeout causing thread to hang indefinitely.,503,High,High,Set timeout on all requests calls. Implement circuit breaker pattern.,,,
164,6,API Integration Error,SSL Certificate Not Verified on Outbound API Call,Application makes outbound API calls with verify=False disabling SSL certificate validation.,200,Critical,Critical,Never disable SSL verification. Set verify=True or path to CA bundle.,,,
165,6,API Integration Error,API Response Not Cached - Repeated Identical Requests,Identical API requests made repeatedly without caching increasing costs and latency.,200,Medium,Medium,Cache API responses using Redis with appropriate TTL.,,,
166,6,API Integration Error,Missing Circuit Breaker for Downstream Service,Application continues making calls to failing downstream service causing cascade failure.,503,High,High,Implement circuit breaker using pybreaker. Return cached response when circuit is open.,,,
167,6,API Integration Error,API Version Mismatch Causing Deserialization Failure,External API upgraded version changing response schema. Application still using old schema.,500,High,High,Pin API version in request URL. Handle missing fields with .get() and defaults.,,,
168,6,API Integration Error,Authentication Token Not Refreshed Before API Call,External API token expires during long operation causing subsequent calls to fail.,401,Medium,High,Check token expiry before each API call. Refresh token proactively before expiry.,,,
169,6,API Integration Error,Missing Retry Logic for Transient API Errors,Transient 500 errors from external API immediately returned to user without retry.,500,Medium,High,Implement retry logic with exponential backoff for 5xx errors. Use tenacity library.,,,
170,6,API Integration Error,API Response Parsing Assumes Fixed Schema,Application breaks when API adds new fields or returns optional fields as null.,500,Medium,Medium,Use defensive parsing with .get() and default values. Use Pydantic for schema validation.,,,
171,6,API Integration Error,Sensitive Data Logged From API Response,Full API response including PII and payment details logged for debugging.,200,Critical,Critical,Never log full API responses. Mask sensitive fields before logging.,,,
172,6,API Integration Error,Missing Idempotency Key on Payment API Call,Payment API called without idempotency key risking duplicate charges on network retry.,200,Critical,Critical,Generate unique idempotency key per payment attempt. Pass in request header.,,,
173,6,API Integration Error,Third-Party API Error Not Mapped to Internal Error Code,Raw error responses from third-party APIs returned directly to clients.,500,Medium,Medium,Map external API errors to internal error codes. Never expose vendor-specific errors.,,,
174,6,API Integration Error,API Integration Test Using Production Environment,Integration tests running against live production external API incurring costs.,200,Medium,High,Use sandbox environments for integration tests. Mock external API calls in unit tests.,,,
175,6,API Integration Error,Missing Correlation ID in API Requests,Outbound API requests lack correlation ID header making request tracing impossible.,200,Low,Medium,Generate correlation ID at request entry point. Pass as X-Correlation-ID header.,,,
176,6,API Integration Error,Pagination Not Implemented for API List Endpoint,Application fetches all records from external API without pagination causing timeout.,503,High,High,Implement pagination using page or cursor-based approach. Handle has_more indicators.,,,
177,6,API Integration Error,OAuth Scope Requesting Excessive Permissions,Application requests all available OAuth scopes violating principle of least privilege.,200,High,Medium,Request only OAuth scopes required for application functionality.,,,
178,6,API Integration Error,API Key Stored in Client-Side Code,API key for backend service embedded in frontend JavaScript exposing it to all users.,200,Critical,Critical,Never store API keys in frontend code. Create backend proxy endpoint.,,,
179,6,API Integration Error,Missing Exponential Backoff on Rate Limit Response,Application retries immediately on 429 response causing rapid retry loop.,429,Medium,High,Respect Retry-After header. Implement exponential backoff with jitter.,,,
180,6,API Integration Error,JSON Parse Error Not Handled on API Response,API sometimes returns HTML error page instead of JSON causing JSONDecodeError.,500,Medium,High,Check Content-Type header before parsing. Handle JSONDecodeError exception gracefully.,,,
181,6,API Integration Error,GraphQL Query Depth Not Limited,GraphQL API allows infinitely nested queries enabling DoS attacks.,500,High,High,Implement query depth limiting. Set maximum query complexity. Disable introspection in production.,,,
182,6,API Integration Error,Missing API Response Validation,API response from external service used without validation causing errors on schema mismatch.,500,Medium,Medium,Validate API response against expected schema using Pydantic models.,,,
183,6,API Integration Error,Synchronous API Call Blocking Request Thread,Long-running external API call executed synchronously blocking Django thread.,503,High,High,Move external API calls to async Celery tasks. Use async Django views with httpx.,,,
184,6,API Integration Error,Missing Vendor API Credential Rotation,Third-party API credentials never rotated increasing risk of long-term compromise.,200,High,High,Implement regular API credential rotation schedule. Store credentials in secrets manager.,,,
185,6,API Integration Error,API Response Headers Not Respected,Application ignores Cache-Control and ETag headers from API making unnecessary requests.,200,Low,Medium,Implement HTTP caching respecting Cache-Control and ETag headers.,,,
186,6,API Integration Error,Batch API Request Not Implemented,Application makes individual API call per record instead of using available batch endpoint.,200,Medium,Medium,Use batch API endpoints where available. Group individual requests into batches.,,,
187,6,API Integration Error,Missing Webhook Retry Handling,Application does not handle duplicate webhook deliveries processing same event multiple times.,200,High,High,Implement idempotent webhook processing. Track processed webhook IDs in database.,,,
188,6,API Integration Error,API Error Message Shown Directly to User,Raw error message from third-party payment API displayed directly to end user.,500,Medium,Medium,Translate API errors to user-friendly messages. Log technical details internally.,,,
189,6,API Integration Error,Missing API Documentation for Internal Endpoints,Internal API endpoints lack documentation causing integration errors from other teams.,400,Medium,Medium,Add drf-spectacular for automatic OpenAPI documentation generation.,,,
190,6,API Integration Error,Third-Party Service Outage Not Handled Gracefully,Application returns 500 when third-party payment service is down.,503,High,High,Implement fallback behavior for critical external service outages. Queue failed operations.,,,
191,6,API Integration Error,API Response Deserialization Using Eval,API response parsed using eval() for speed enabling code injection if response is compromised.,500,Critical,Critical,Never use eval() for JSON parsing. Use json.loads() exclusively.,,,
192,6,API Integration Error,Missing API Usage Metrics,No metrics collected for external API calls including latency and error breakdown.,200,Medium,Medium,Instrument all external API calls with metrics using Prometheus or StatsD.,,,
193,6,API Integration Error,API Integration Not Tested in Staging,External API integration only tested in production due to missing staging credentials.,500,Medium,High,Set up sandbox accounts for all third-party APIs. Run integration tests in CI pipeline.,,,
194,6,API Integration Error,Outbound API Request Not Audited,No audit log maintained for outbound API calls involving user data.,200,Medium,Medium,Log all outbound API calls with timestamp endpoint user context and outcome.,,,
195,6,API Integration Error,Stale API Token Cache Not Invalidated,Cached API token not invalidated after manual revocation causing use of revoked token.,401,Medium,High,Implement cache invalidation on token refresh or error 401 response from downstream.,,,
196,6,API Integration Error,Missing Content-Type Header on API Request,Outbound API request missing Content-Type header causing 415 Unsupported Media Type error.,415,Low,Medium,Set Content-Type header on all POST/PUT/PATCH requests. Use session.headers.update().,,,
197,6,API Integration Error,API Response Cached Without Considering User Context,API response cached globally without considering user-specific data causing data leakage.,200,Critical,Critical,Include user identifier in cache key for user-specific API responses.,,,
198,6,API Integration Error,Missing Fallback for Optional Third-Party Feature,Application crashes when optional third-party analytics service is unavailable.,500,Low,Medium,Wrap optional service calls in try-except. Log failures but continue normal operation.,,,
199,6,API Integration Error,Incorrect HTTP Method Used for API Endpoint,Application uses GET request for operation that modifies data violating REST semantics.,200,Medium,Medium,Use appropriate HTTP methods. Fix incorrect method usage. Update API documentation.,,,
200,6,API Integration Error,Missing API Contract Testing,No contract tests between API producer and consumer causing breaking changes undetected.,500,Medium,High,Implement consumer-driven contract testing using Pact. Run contract tests in CI pipeline.,,,
201,7,Permission/RBAC Error,Staff User Accessing Admin-Only Endpoint,Staff users with is_staff=True can access admin-only endpoints restricted to superusers.,403,High,High,Create custom permission class IsSuperUser checking request.user.is_superuser.,,,
202,7,Permission/RBAC Error,Role Check Missing on Bulk Delete Endpoint,Bulk delete endpoint only checks authentication not user role.,403,Critical,Critical,Add role-based permission class to bulk delete endpoint. Restrict to admin role only.,,,
203,7,Permission/RBAC Error,Object-Level Permission Not Enforced,List-level permission passes but individual object access not validated.,403,Critical,Critical,Implement get_object() override to call check_object_permissions(). Return 404 instead of 403.,,,
204,7,Permission/RBAC Error,Permission Caching Causing Stale Access,Role changes not reflected immediately because permissions cached in JWT payload.,403,High,High,Implement permission cache invalidation on role change. Use short-lived JWTs with database check.,,,
205,7,Permission/RBAC Error,Owner-Only Resource Accessible by Any Authenticated User,User documents accessible by any authenticated user knowing the document ID.,403,Critical,Critical,Add owner check in queryset: queryset.filter(owner=request.user).,,,
206,7,Permission/RBAC Error,RBAC Roles Not Validated at Model Level,Permission checks exist in views but model methods perform sensitive operations without role check.,403,High,High,Implement permission checks at model or service layer not just view layer.,,,
207,7,Permission/RBAC Error,Superuser Permission Bypasses All Security Checks,Superuser flag bypasses all custom permission checks.,403,High,High,Do not rely on is_superuser bypass for all checks. Implement explicit admin permissions.,,,
208,7,Permission/RBAC Error,Permission Denied Returns Wrong Status Code,Application returns 500 instead of 403 when permission check raises unexpected exception.,500,Medium,Medium,Catch all exceptions in permission check and return PermissionDenied.,,,
209,7,Permission/RBAC Error,Group-Based Permissions Not Inherited Correctly,User in multiple groups gets incorrect effective permissions due to AND logic instead of OR.,403,High,High,Use OR logic for group permission aggregation. User should get union of all group permissions.,,,
210,7,Permission/RBAC Error,Temporary Permission Elevation Not Expiring,Temporary admin access granted for support purposes is never revoked.,200,Critical,Critical,Implement time-limited permission grants with automatic expiry.,,,
211,7,Permission/RBAC Error,Read Permission Checked But Write Not,View applies read permission check but update endpoint accessible without write permission.,403,High,High,Apply appropriate permission for each HTTP method. Map GET to read POST to write.,,,
212,7,Permission/RBAC Error,Permission Check Runs After Data Fetch,View fetches data before checking permissions causing unnecessary DB load.,403,Medium,Medium,Check permissions before fetching data. Override initial() method in viewset.,,,
213,7,Permission/RBAC Error,Cross-Tenant Data Access Not Prevented,Multi-tenant application does not filter querysets by tenant.,403,Critical,Critical,Filter all querysets by current user tenant. Implement tenant-aware base queryset.,,,
214,7,Permission/RBAC Error,Admin Action Available to All Authenticated Users,Django admin custom action not protected with admin-only restriction.,403,High,High,Override has_permission in admin class to check is_staff or is_superuser.,,,
215,7,Permission/RBAC Error,IP Whitelist Permission Not Applied to All Methods,IP whitelist only checked for POST requests allowing GET requests from any IP.,403,High,High,Apply IP whitelist check to all HTTP methods. Implement as middleware.,,,
216,7,Permission/RBAC Error,Role Assigned Based on User Input,User role assigned based on role field in registration request body.,403,Critical,Critical,Never trust role values from user input. Assign roles server-side based on business logic.,,,
217,7,Permission/RBAC Error,Nested Resource Permission Not Checked,Access to /api/projects/{id}/tasks/ checks project permission but not task access.,403,High,High,Check permissions at each resource level. Validate user access to both project and task.,,,
218,7,Permission/RBAC Error,Permission Check Not Thread-Safe,Custom permission class uses shared mutable state causing wrong result under concurrency.,403,High,Critical,Make permission classes stateless. Store permission context in request scope only.,,,
219,7,Permission/RBAC Error,Soft Delete Bypass via Deleted Record Access,Soft-deleted records accessible via direct ID even though filtered from list endpoints.,403,Medium,High,Include is_deleted=False in get_queryset() not just list actions.,,,
220,7,Permission/RBAC Error,Department Isolation Not Enforced on Reports,Report endpoints return data across all departments not filtered to user department.,403,High,High,Implement department-based queryset filtering. Add department to user model.,,,
221,7,Permission/RBAC Error,Missing Permission Check on Password Change Endpoint,Password change endpoint allows any authenticated user to change any user password.,403,Critical,Critical,Verify request.user matches user_id in password change request.,,,
222,7,Permission/RBAC Error,API Allows Modification of Own Role,User account update endpoint allows users to modify their own role field.,403,Critical,Critical,Remove role from user-editable fields. Create separate admin-only role management endpoint.,,,
223,7,Permission/RBAC Error,Missing Permission on Aggregate Endpoint,Aggregate statistics endpoint returns all users data without checking admin role.,403,High,High,Add admin role check on aggregate endpoints.,,,
224,7,Permission/RBAC Error,Permission Logging Not Implemented,No audit log of permission denied events making security investigation impossible.,403,Medium,Medium,Log all permission denied events with user resource action and timestamp.,,,
225,7,Permission/RBAC Error,Anonymous User Accessing Restricted Statistics,Statistics endpoint accessible without authentication returns aggregate metrics.,403,Medium,High,Add authentication requirement to all statistics endpoints.,,,
226,7,Permission/RBAC Error,View Permission Allows Execute Action,User with view-only role can trigger write operations through undocumented action endpoint.,403,High,High,Map custom actions to appropriate permission levels. Test all custom actions with minimum role.,,,
227,7,Permission/RBAC Error,Missing Field-Level Permission Control,Read permission restricts record access but sensitive fields exposed to unauthorized users.,403,High,High,Implement field-level permissions. Return different serializer based on user role.,,,
228,7,Permission/RBAC Error,Impersonation Feature Missing Audit Trail,Support impersonation feature allows admin to act as any user without logging actions.,200,High,Critical,Log all actions taken during impersonation. Restrict to specific high-privilege admins only.,,,
229,7,Permission/RBAC Error,Batch Operation Not Checking Each Item Permission,Batch update endpoint checks permission once but not for each individual item.,403,High,High,Check permissions for each item in batch operation. Return partial success with failed items.,,,
230,7,Permission/RBAC Error,Time-Based Access Control Not Implemented,System should restrict access outside business hours but permission check does not validate time.,403,Low,Medium,Implement time-based access control in custom permission class.,,,
231,7,Permission/RBAC Error,Horizontal Privilege Escalation via ID Manipulation,User can access other users private data by incrementing ID in URL parameter.,403,Critical,Critical,Never expose sequential numeric IDs. Use UUIDs. Always filter querysets by owner.,,,
232,7,Permission/RBAC Error,Missing Permission Check on File Download,File download endpoint checks authentication but not whether user owns the file.,403,High,High,Add ownership check for file download. Return 404 for inaccessible files.,,,
233,7,Permission/RBAC Error,Resource Sharing Not Respecting Recipient Permissions,Shared resource accessible to recipient even after sharing is revoked by owner.,403,Medium,High,Implement dynamic permission check on each access. Store sharing state in database.,,,
234,7,Permission/RBAC Error,Admin Endpoint Accessible Due to Config Flag Leaked to Production,Admin-only endpoint marked as debug-only but accessible in production due to config flag.,403,Critical,Critical,Use explicit allowlist for production endpoints. Never rely on feature flags for security.,,,
235,7,Permission/RBAC Error,Missing Re-Authentication for Sensitive Operations,Sensitive operations like payment proceed without re-authentication.,403,High,High,Require recent authentication for sensitive operations. Check last authentication time.,,,
236,7,Permission/RBAC Error,GraphQL Mutations Not Checking Authorization,GraphQL mutations accessible to any authenticated user without role-based restriction.,403,Critical,Critical,Add permission decorators to GraphQL mutations. Test each mutation with different user roles.,,,
237,7,Permission/RBAC Error,Missing Permission Check on Async Task,Celery task triggered from API endpoint does not receive user context.,403,High,High,Pass user ID and permissions to Celery task explicitly. Revalidate permissions at task time.,,,
238,7,Permission/RBAC Error,Wildcard Role Assignment Granting Unintended Access,Wildcard role pattern matching too broadly granting access to unintended resources.,403,High,High,Use explicit resource-action permission mappings instead of wildcards.,,,
239,7,Permission/RBAC Error,Missing Version-Level Permission Check,New API version deployed with relaxed permissions during transition.,403,High,High,Apply consistent permission requirements across all API versions.,,,
240,7,Permission/RBAC Error,Permission Check Skipped for OPTIONS Request,CORS preflight OPTIONS request handled without permission check leaking API structure.,200,Low,Low,Return minimal response to OPTIONS requests. Do not expose detailed API schema.,,,
241,8,Security Vulnerability,Server-Side Request Forgery in URL Fetch Feature,URL fetch feature allows users to specify arbitrary URLs enabling requests to internal services.,400,Critical,Critical,Validate and sanitize URLs before fetching. Block requests to private IP ranges. Use URL allowlist.,,,
242,8,Security Vulnerability,Command Injection via Filename Parameter,File processing passes filename parameter directly to shell command enabling command injection.,500,Critical,Critical,Never pass user input to shell commands. Use subprocess with list argument not shell=True.,,,
243,8,Security Vulnerability,Insecure Deserialization of Pickle Data,Application deserializes user-provided pickle data enabling arbitrary code execution.,500,Critical,Critical,Never deserialize untrusted pickle data. Use JSON for data serialization between services.,,,
244,8,Security Vulnerability,XML Injection in SAML Authentication,SAML assertion parsing vulnerable to XML injection allowing authentication bypass.,401,Critical,Critical,Use battle-tested SAML library. Validate signature before processing any assertion content.,,,
245,8,Security Vulnerability,Template Injection in Email Template Rendering,User-provided content passed directly to Jinja2 template rendering enabling SSTI.,500,Critical,Critical,Never render user input as Jinja2 template. Use sandboxed Jinja2 environment.,,,
246,8,Security Vulnerability,Insecure Direct Object Reference in Download,File download URL uses predictable sequential ID allowing enumeration.,403,High,High,Use UUIDs or signed URLs for file references. Validate access rights on every download.,,,
247,8,Security Vulnerability,Subdomain Takeover Vulnerability,Expired subdomain still has DNS CNAME record pointing to decommissioned cloud service.,200,Critical,Critical,Audit all CNAME records before decommissioning services. Remove DNS records when service terminates.,,,
248,8,Security Vulnerability,HTTP Response Splitting via Header Injection,User-controlled data injected into HTTP response headers enabling header injection.,500,High,High,Sanitize all user data before using in HTTP headers. Reject values containing CR/LF characters.,,,
249,8,Security Vulnerability,Prototype Pollution in JavaScript API Client,JavaScript API client library vulnerable to prototype pollution enabling property injection.,200,High,High,Update vulnerable JavaScript library. Use Object.create(null) for plain objects.,,,
250,8,Security Vulnerability,Unvalidated Redirect After Login,Login success redirect uses return_url parameter without validation enabling open redirect.,302,High,High,Validate redirect URL is on same origin or in allowlist of trusted domains.,,,
251,8,Security Vulnerability,Server Information Leakage in Headers,Server response headers include Django version Python version and web server version.,200,Medium,Medium,Configure web server to suppress version information in headers.,,,
252,8,Security Vulnerability,Stack Trace Exposed in API Error Response,Unhandled exception returns full Python stack trace in API response body.,500,High,High,Set DEBUG=False in production. Implement custom exception handler returning generic error.,,,
253,8,Security Vulnerability,Hardcoded Cryptographic Key,AES encryption key hardcoded in source code making all encrypted data compromisable.,200,Critical,Critical,Store cryptographic keys in key management service. Never hardcode keys in source.,,,
254,8,Security Vulnerability,Cross-Site WebSocket Hijacking,WebSocket endpoint does not validate Origin header allowing any website to connect.,200,High,High,Validate Origin header on WebSocket connection. Reject connections from untrusted origins.,,,
255,8,Security Vulnerability,Missing Subresource Integrity on External Scripts,External JavaScript libraries loaded without SRI hash enabling supply chain attacks.,200,High,High,Add integrity attribute with SHA-256 hash to all external script tags.,,,
256,8,Security Vulnerability,Information Disclosure in 404 Response,Custom 404 handler includes resource path and server configuration details.,404,Low,Medium,Return minimal 404 response without revealing resource path or server details.,,,
257,8,Security Vulnerability,Clickjacking Vulnerability on Login Page,Login page lacks X-Frame-Options header allowing iframe embedding for clickjacking.,200,High,High,Set X-FRAME-OPTIONS=DENY. Implement frame-busting JavaScript as defense in depth.,,,
258,8,Security Vulnerability,CORS Allowing Null Origin,CORS policy allows null origin sent for file:// and data: URIs enabling local file attacks.,200,High,High,Never add null to CORS_ALLOWED_ORIGINS. Block requests with Origin: null.,,,
259,8,Security Vulnerability,Missing Security Headers,Application lacks HSTS CSP X-Content-Type-Options and Referrer-Policy headers.,200,High,Medium,Configure all security headers using django-csp. Set SECURE_HSTS_SECONDS.,,,
260,8,Security Vulnerability,Weak Random Number Generation,Application uses Python random module for security-sensitive operations like token generation.,200,High,High,Use secrets module for all security-sensitive random generation.,,,
261,8,Security Vulnerability,API Endpoint Exposing User Enumeration,User lookup returns 404 for non-existent users and 403 for existing users enabling enumeration.,403,Medium,Medium,Return consistent response for both cases. Add artificial delay to prevent timing enumeration.,,,
262,8,Security Vulnerability,Insufficient Logging of Security Events,Critical security events like failed logins and permission denials not logged.,200,High,High,Implement structured security logging for all security events. Send logs to SIEM system.,,,
263,8,Security Vulnerability,Mass Assignment Vulnerability in Update Endpoint,PUT endpoint updates all fields including read-only fields like is_admin from user JSON body.,403,Critical,Critical,Use explicit field whitelisting in serializers. Define read_only_fields for sensitive fields.,,,
264,8,Security Vulnerability,Missing Input Sanitization Before RegEx Evaluation,User input used in regular expression without sanitization enabling ReDoS attacks.,500,High,High,Never use user input as regex pattern. Validate regex complexity before evaluation.,,,
265,8,Security Vulnerability,Unprotected Admin Password Reset Endpoint,Admin password reset endpoint accessible without authentication.,200,Critical,Critical,Require current password or MFA for password reset. Implement rate limiting and IP restrictions.,,,
266,8,Security Vulnerability,Cookie Without Secure Flag on HTTPS Site,Cookies set without Secure flag allowing transmission over HTTP connections.,200,High,High,Set SESSION_COOKIE_SECURE=True and CSRF_COOKIE_SECURE=True for HTTPS deployments.,,,
267,8,Security Vulnerability,Missing Anti-CSRF Token on State-Changing Request,Form submission endpoint accepts requests without CSRF token.,200,High,High,Ensure CsrfViewMiddleware in MIDDLEWARE. Use @csrf_protect decorator on views.,,,
268,8,Security Vulnerability,Verbose Error Messages Revealing Database Schema,Database error messages including table names included in API response.,500,High,High,Catch database exceptions and return generic error messages. Never expose ORM details.,,,
269,8,Security Vulnerability,Missing Rate Limiting on Password Reset Endpoint,Password reset endpoint has no rate limiting enabling email flooding.,400,High,High,Apply rate limiting to password reset endpoint. Limit resets per email address per hour.,,,
270,8,Security Vulnerability,Unencrypted PII in Application Logs,User email addresses and IP addresses logged in plaintext.,200,High,High,Implement PII masking in logging configuration. Hash or mask email addresses in logs.,,,
271,8,Security Vulnerability,Reflected XSS in Error Parameter,Error message parameter from URL reflected in HTML response without encoding.,200,High,High,HTML-encode all URL parameters before including in response. Use Django template auto-escaping.,,,
272,8,Security Vulnerability,Missing File Type Validation Allowing Malicious Upload,File upload accepts any file type based on user-provided MIME type without server-side check.,400,Critical,Critical,Validate actual file content using python-magic library not just filename or MIME type.,,,
273,8,Security Vulnerability,Insecure Password Reset Token,Password reset token generated using MD5 hash of email and timestamp.,400,Critical,Critical,Generate reset tokens using secrets.token_urlsafe(32). Store hashed token in database.,,,
274,8,Security Vulnerability,API Exposing Internal Service Architecture,API error responses include internal service names IP addresses and microservice URLs.,500,Medium,High,Sanitize all error messages to remove internal infrastructure details.,,,
275,8,Security Vulnerability,Missing Audit Log for Data Export,Data export operations not logged making it impossible to detect unauthorized bulk extraction.,200,High,High,Log all data export operations with user timestamp records count and data type.,,,
276,8,Security Vulnerability,HTTPS Not Enforced on All Endpoints,Some API endpoints accessible over plain HTTP exposing authentication tokens in transit.,200,Critical,Critical,Enforce HTTPS for all endpoints using SECURE_SSL_REDIRECT=True.,,,
277,8,Security Vulnerability,Missing Penetration Test Record,Application has no record of security penetration testing.,200,High,High,Schedule regular penetration tests. Conduct automated DAST scanning in CI pipeline.,,,
278,8,Security Vulnerability,Log Injection Vulnerability,User-controlled data written directly to log files without sanitization enabling log injection.,200,Medium,Medium,Sanitize user input before logging. Remove or escape newline characters.,,,
279,8,Security Vulnerability,Race Condition in Token Validation,JWT token validation and blacklist check performed in separate non-atomic operations.,200,High,High,Perform token validation and blacklist check atomically using Redis SET with NX flag.,,,
280,8,Security Vulnerability,Missing Content-Type Sniffing Prevention,X-Content-Type-Options header not set allowing browsers to MIME-sniff responses.,200,Medium,High,Set X-Content-Type-Options: nosniff header. Use SECURE_CONTENT_TYPE_NOSNIFF=True.,,,
281,9,Performance/Timeout Error,Unoptimized Database Query on High-Traffic Endpoint,Most-visited endpoint executes 50+ database queries per request due to missing select_related.,200,Critical,Critical,Profile queries using django-debug-toolbar. Add select_related and prefetch_related.,,,
282,9,Performance/Timeout Error,Redis Cache Stampede on Cache Miss,Multiple concurrent requests simultaneously hit the database when cache expires.,503,High,High,Implement cache stampede prevention using Redis SET NX lock.,,,
283,9,Performance/Timeout Error,Synchronous File Processing Blocking Web Worker,Large file processing executed synchronously in Django view blocking web worker thread.,503,High,High,Move file processing to Celery task. Return 202 Accepted with task ID.,,,
284,9,Performance/Timeout Error,Missing Database Query Result Caching,Expensive aggregate query recalculated on every page load when data changes infrequently.,503,High,High,Cache query results in Redis with appropriate TTL. Invalidate cache on data change.,,,
285,9,Performance/Timeout Error,Unbounded In-Memory Data Processing,Entire large dataset loaded into Python memory for processing causing OOM error.,500,High,High,Use database-level aggregation. Stream large datasets using QuerySet.iterator().,,,
286,9,Performance/Timeout Error,Session Store Bottleneck Under High Load,Database-backed session store becoming bottleneck under load.,503,High,High,Migrate session backend to Redis. Configure SESSION_ENGINE to use cache backend.,,,
287,9,Performance/Timeout Error,Missing HTTP Response Compression,API responses not compressed sending large JSON payloads unnecessarily.,200,Medium,Medium,Enable GZip compression middleware in Django. Configure nginx gzip compression.,,,
288,9,Performance/Timeout Error,Inefficient Serializer Causing Slow API Response,DRF serializer has_many relations loading all nested objects without pagination.,200,High,High,Paginate nested serializer results. Use SerializerMethodField with limited queryset.,,,
289,9,Performance/Timeout Error,Missing Index Causing Full Table Scan on Filter,Commonly filtered field missing database index causing sequential scan on million-row table.,200,High,High,Create index on filtered fields. Analyze slow query log to identify missing indexes.,,,
290,9,Performance/Timeout Error,API Rate Limiting Causing False Throttling,Rate limiter using IP address shared by all users behind corporate NAT.,429,Medium,High,Use user-level throttling for authenticated users IP-level only for anonymous.,,,
291,9,Performance/Timeout Error,Slow Template Rendering Due to Complex Logic,Django template contains complex business logic and multiple database queries per render.,200,High,High,Move business logic from templates to views. Cache template fragments.,,,
292,9,Performance/Timeout Error,Missing Connection Pooling for External API,External API calls create new TCP connection per request adding overhead.,200,Medium,Medium,Use requests.Session() for connection pooling. Use httpx with connection pooling.,,,
293,9,Performance/Timeout Error,Celery Task Queue Backlog Growing Indefinitely,Celery worker processing rate below task submission rate causing unbounded queue growth.,503,High,High,Scale Celery workers horizontally. Profile task processing time. Set up queue depth monitoring.,,,
294,9,Performance/Timeout Error,Database ORM Lazy Loading in Serializer Loop,Accessing related object in serializer forces separate database query per record.,200,High,High,Use prefetch_related or select_related in viewset get_queryset().,,,
295,9,Performance/Timeout Error,Missing Pagination on Large List Endpoint,List endpoint returns all records without pagination returning megabytes of JSON.,200,High,High,Implement pagination using Django REST framework. Set reasonable PAGE_SIZE.,,,
296,9,Performance/Timeout Error,Slow Search Due to Missing Full-Text Index,Text search using LIKE query on unindexed text columns performing full table scan.,503,High,High,Implement PostgreSQL full-text search using SearchVector and SearchQuery.,,,
297,9,Performance/Timeout Error,Memory Leak in Long-Running Celery Worker,Celery worker process memory grows continuously eventually causing OOM kill.,500,High,High,Profile memory usage. Fix object retention. Configure --max-memory-per-child.,,,
298,9,Performance/Timeout Error,Unoptimized Image Serving,Full-resolution images served for thumbnail display causing unnecessary bandwidth usage.,200,Medium,Medium,Generate thumbnails at upload time. Serve appropriately sized images for context.,,,
299,9,Performance/Timeout Error,Database Connection Exhaustion Under Load,Application scales horizontally but total database connections exceed PostgreSQL limit.,503,Critical,Critical,Implement centralized connection pooling using PgBouncer.,,,
300,9,Performance/Timeout Error,Missing Async Processing for I/O-Bound Operations,I/O-heavy operations executed synchronously blocking Django thread.,503,High,High,Use Django async views for I/O-bound operations. Or offload to Celery tasks.,,,
301,9,Performance/Timeout Error,Large JSON Payload Deserialization Blocking Request,Deserializing megabyte-sized JSON request body blocks request thread for seconds.,503,High,High,Implement request size limits. Process large payloads asynchronously.,,,
